Year,Accepted_Penalty_Count,Penalty_Yards,Team_Penalty_Count,Team_Penalty_Yards,wins,losses,win_loss_perc,points,points_opp,points_diff,g,total_yards,plays_offense,yds_per_play_offense,turnovers,fumbles_lost,first_down,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_net_yds_per_att,pass_fd,rush_att,rush_yds,rush_td,rush_yds_per_att,rush_fd,score_pct,turnover_pct,exp_pts_tot,Superbowl Champion,Pass_yds_per_att,Rush_yds_per_att,total_tds,total_fds,Team_Atlanta Falcons,Team_Baltimore Ravens,Team_Buffalo Bills,Team_Carolina Panthers,Team_Chicago Bears,Team_Cincinnati Bengals,Team_Cleveland Browns,Team_Dallas Cowboys,Team_Denver Broncos,Team_Detroit Lions,Team_Green Bay Packers,Team_Houston Texans,Team_Indianapolis Colts,Team_Jacksonville Jaguars,Team_Kansas City Chiefs,Team_Las Vegas Raiders,Team_Los Angeles Chargers,Team_Los Angeles Rams,Team_Miami Dolphins,Team_Minnesota Vikings,Team_New England Patriots,Team_New Orleans Saints,Team_New York Giants,Team_New York Jets,Team_Philadelphia Eagles,Team_Pittsburgh Steelers,Team_San Francisco 49ers,Team_Seattle Seahawks,Team_Tampa Bay Buccaneers,Team_Tennessee Titans,Team_Washington Commanders
2007,201.44211064599355,1642.7754855629287,108.96729727631936,885.0335253267896,4,12,0.25,283,398,-115,16,4717,1000,4.7,37,17,267,260,451,2631,17,20,5.3,133,508,2086,11,4.1,111,26.7,17.3,-187.89,0.0,5.8337028824833705,4.106299212598425,28,244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,196.18609676994262,1635.4853983258731,101.14450425873761,791.0121359816371,5,11,0.313,263,388,-125,16,4356,919,4.7,23,12,225,222,421,2369,13,11,5.2,123,459,1987,9,4.3,87,24.6,11.8,-231.49,0.0,5.6270783847981,4.328976034858388,22,210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,204.0,1609.0,117.0,920.0,5,11,0.313,197,379,-182,16,4258,944,4.5,33,15,234,255,485,2557,10,18,4.8,131,410,1701,7,4.1,81,22.2,16.5,-296.58,0.0,5.272164948453608,4.148780487804878,17,212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,265.0,2440.0,148.0,1279.0,8,8,0.5,410,371,39,16,5674,1039,5.5,26,10,306,279,491,3180,18,16,5.9,159,504,2494,19,4.9,113,34.5,11.8,-110.8,0.0,6.4765784114052956,4.948412698412699,37,272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,283.0,2340.0,163.0,1358.0,8,8,0.5,359,433,-74,16,6072,1015,6.0,30,7,328,315,524,3962,20,23,7.2,186,466,2110,16,4.5,110,34.7,15.5,-151.03,0.0,7.561068702290076,4.527896995708154,36,296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,206.0,1829.0,109.0,939.0,4,12,0.25,290,443,-153,16,5504,1032,5.3,26,10,300,376,629,4084,24,16,6.2,200,376,1420,4,3.8,72,31.4,12.8,-118.39,0.0,6.492845786963434,3.776595744680851,28,272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,203.0,1598.0,116.0,912.0,4,12,0.25,322,453,-131,16,5340,1000,5.3,31,11,275,298,519,3340,17,20,5.9,168,437,2000,16,4.6,90,27.8,14.9,-52.12,0.0,6.435452793834297,4.576659038901602,33,258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,232.0,1881.0,116.0,940.0,3,13,0.188,253,452,-199,16,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,22.7,13.6,-139.47,0.0,5.206677265500795,3.679525222551929,26,229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,242.0,2045.0,138.0,1102.0,7,9,0.438,359,399,-40,16,5336,1008,5.3,24,10,300,373,605,3879,34,14,6.1,193,370,1457,7,3.9,74,31.8,10.3,4.72,0.0,6.411570247933884,3.937837837837838,41,267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,262.0,2309.0,147.0,1247.0,12,4,0.75,416,385,31,16,5973,1048,5.7,14,7,333,379,596,4051,29,7,6.6,198,434,1922,17,4.4,98,38.7,7.2,-24.48,0.0,6.796979865771812,4.428571428571429,46,296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,216.0,1953.0,114.0,1009.0,6,10,0.375,301,373,-72,16,5185,952,5.4,28,14,287,347,558,3631,23,14,6.2,178,370,1554,13,4.2,78,29.2,15.2,-84.71,0.0,6.507168458781362,4.2,36,256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,227.0,1956.0,110.0,965.0,4,12,0.25,290,467,-177,16,5379,995,5.4,24,14,300,382,556,3751,19,10,6.2,197,387,1628,9,4.2,86,31.3,13.6,-17.92,0.0,6.746402877697841,4.20671834625323,28,283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,219.0,1901.0,128.0,1138.0,7,9,0.438,313,419,-106,16,5819,989,5.9,17,9,315,367,523,3926,22,8,7.1,194,437,1893,13,4.3,104,32.7,9.7,79.57,0.0,7.506692160611855,4.331807780320366,35,298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,193.0,1772.0,98.0,857.0,8,8,0.5,434,478,-44,16,6133,1036,5.9,26,16,359,369,551,4217,28,10,7.3,206,457,1916,20,4.2,121,47.9,14.8,147.62,0.0,7.653357531760435,4.192560175054704,48,327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,209.0,1979.0,120.0,1066.0,10,7,0.588,374,439,-65,17,6184,1082,5.7,24,10,349,429,628,4567,23,14,6.8,217,414,1617,14,3.9,95,41.0,12.8,77.89,0.0,7.272292993630574,3.9057971014492754,37,312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,195.0,1600.0,107.0,885.0,6,11,0.353,395,418,-23,17,5993,1049,5.7,21,4,343,359,586,3934,28,17,6.3,193,428,2059,12,4.8,122,42.4,12.2,74.09,0.0,6.713310580204778,4.8107476635514015,40,315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,207.48232747394465,1759.5876779163336,94.43160798398208,822.7900573141259,8,9,0.471,332,331,1,17,4922,1010,4.9,24,6,292,348,557,3380,20,18,5.7,182,413,1542,11,3.7,83,31.8,13.4,-27.95,0.0,6.068222621184919,3.7336561743341403,31,265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,205.034680153501,1713.379726877518,99.81400464336656,832.151606882494,4,12,0.25,313,441,-128,16,5167,971,5.3,31,12,290,297,525,3021,21,19,5.5,146,417,2146,16,5.1,117,27.2,15.7,-126.67,0.0,5.7542857142857144,5.146282973621103,37,263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,203.8599294410244,1758.0098851595428,91.79203500644869,784.7291753642005,12,4,0.75,446,313,133,16,5542,996,5.6,18,10,328,288,450,3357,29,8,7.1,160,525,2185,24,4.2,131,40.8,8.9,-7.11,0.0,7.46,4.161904761904762,53,291,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,195.9193014544272,1694.2453318966814,96.1052629989651,776.2780734174469,9,7,0.563,418,312,106,16,5567,1022,5.4,28,12,337,338,526,3495,27,16,6.3,191,465,2072,22,4.5,116,39.3,13.5,-38.32,0.0,6.644486692015209,4.455913978494624,49,307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,208.27081153630022,1661.7992547907647,106.96214097925522,822.4405989484865,14,2,0.875,492,303,189,16,5840,1016,5.7,15,6,321,287,466,3262,24,9,6.6,169,522,2578,32,4.9,137,43.2,6.8,-0.85,0.0,7.0,4.938697318007663,56,306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,191.98307167900822,1543.776879626832,112.01308827192311,929.257683132509,11,5,0.688,412,284,128,16,5044,980,5.1,24,8,278,281,471,3005,22,16,6.1,158,485,2039,19,4.2,104,34.0,12.6,-114.6,0.0,6.380042462845011,4.204123711340206,41,262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,203.7831323355893,1660.0030443001983,106.91045886762724,874.2400524537163,8,8,0.5,439,347,92,16,5584,924,6.0,20,9,301,312,478,3858,34,11,7.7,191,421,1726,13,4.1,92,43.5,10.6,37.86,0.0,8.07112970711297,4.0997624703087885,47,283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,181.0,1365.0,78.0,570.0,13,3,0.813,454,320,134,16,5761,972,5.9,17,7,330,338,519,4338,29,10,8.0,222,427,1423,17,3.3,80,45.9,9.4,-11.67,0.0,8.358381502890174,3.332552693208431,46,302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,181.0,1446.0,84.0,677.0,9,7,0.563,441,322,119,16,6329,1039,6.1,29,16,357,359,544,4519,30,13,7.8,236,457,1810,18,4.0,94,40.3,14.5,27.47,0.0,8.306985294117647,3.9606126914660833,48,330,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,183.0,1513.0,91.0,753.0,8,8,0.5,406,377,29,16,6290,1048,6.0,28,8,359,366,582,4426,27,20,7.2,234,436,1864,16,4.3,97,41.3,16.3,-30.34,0.0,7.6048109965635735,4.275229357798165,43,331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,205.0,1594.0,103.0,796.0,7,9,0.438,350,350,0,16,4756,988,4.8,26,11,293,338,528,3295,26,15,5.7,184,411,1461,4,3.6,81,30.6,13.9,-125.47,0.0,6.240530303030303,3.5547445255474455,30,265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,195.0,1620.0,95.0,765.0,9,7,0.563,396,348,48,16,6293,1060,5.9,21,10,373,378,544,4328,32,11,7.5,230,486,1965,9,4.0,104,44.9,11.4,186.29,0.0,7.955882352941177,4.04320987654321,41,334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,240.0,2026.0,111.0,967.0,9,7,0.563,348,348,0,16,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,33.9,12.6,64.94,0.0,7.139372822299651,3.4346733668341707,37,289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,236.0,1918.0,117.0,942.0,4,12,0.25,320,398,-78,16,5949,1100,5.4,24,11,344,442,667,4591,30,13,6.5,230,393,1358,4,3.5,79,33.7,12.4,10.76,0.0,6.883058470764618,3.455470737913486,34,309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,225.0,1617.0,107.0,780.0,5,11,0.313,410,423,-13,16,5708,1014,5.6,35,14,340,349,580,4198,33,21,6.8,214,398,1510,10,3.8,90,38.1,18.2,-29.1,0.0,7.2379310344827585,3.7939698492462313,43,304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,217.0,1923.0,108.0,927.0,9,7,0.563,355,272,83,16,6026,1020,5.9,15,4,337,366,583,4431,28,11,7.4,220,419,1595,10,3.8,84,33.3,8.5,-17.69,0.0,7.600343053173241,3.8066825775656326,38,304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,216.0,1795.0,113.0,967.0,12,4,0.75,428,329,99,16,5962,945,6.3,19,7,338,348,512,4089,32,12,7.5,213,399,1873,16,4.7,100,42.4,10.0,170.19,0.0,7.986328125,4.694235588972431,48,313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,211.0,1831.0,103.0,872.0,5,11,0.313,337,345,-8,16,5879,997,5.9,31,11,349,394,597,4426,24,20,7.0,220,366,1453,12,4.0,90,38.8,18.1,82.43,0.0,7.413735343383585,3.969945355191257,36,310,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,179.0,1579.0,85.0,710.0,7,9,0.438,384,426,-42,16,6113,1127,5.4,16,6,373,413,627,4329,31,10,6.5,226,466,1784,12,3.8,111,38.3,8.6,129.6,0.0,6.904306220095694,3.828326180257511,43,337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,201.0,1722.0,106.0,925.0,9,8,0.529,474,459,15,17,6634,1128,5.9,22,7,401,443,674,4800,38,15,6.8,256,423,1834,18,4.3,112,45.7,12.0,164.91,0.0,7.121661721068249,4.335697399527187,56,368,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,153.0,1327.0,76.0,601.0,10,7,0.588,391,384,7,17,6108,1154,5.3,19,9,352,485,711,4584,26,10,6.1,232,404,1524,15,3.8,93,38.1,9.5,75.75,0.0,6.447257383966245,3.772277227722772,41,325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,212.86514008303405,1772.45492350999,104.28011192544382,903.2086149865137,5,12,0.294,346,398,-52,17,5599,1106,5.1,21,13,319,409,632,3957,24,8,5.9,204,431,1642,11,3.8,89,34.7,10.5,-5.38,0.0,6.261075949367089,3.8097447795823665,35,293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,197.90243796135144,1692.4859546966677,100.63902821430644,858.3240558926461,12,4,0.75,447,328,119,16,5457,1054,5.2,39,16,335,377,600,3961,23,23,6.2,211,411,1496,19,3.6,97,41.1,16.8,-159.0,0.0,6.601666666666667,3.6399026763990268,42,308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,201.22658931914071,1734.9982294129593,90.42198029277098,807.5283019223397,8,8,0.5,319,392,-73,16,5877,1011,5.8,39,17,321,372,580,4253,23,22,6.8,203,381,1624,11,4.3,96,30.3,20.6,-93.92,0.0,7.332758620689655,4.26246719160105,34,299,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,204.79173914787427,1749.6159615208144,101.54505065742765,912.3094753133398,6,10,0.375,363,429,-66,16,5571,1025,5.4,37,13,314,392,599,4036,23,24,6.3,209,380,1535,13,4.0,82,32.3,18.5,-103.69,0.0,6.737896494156928,4.0394736842105265,36,291,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,200.8989907308223,1682.0424812033734,104.07236719306003,852.5877450347003,8,8,0.5,367,381,-14,16,5767,1065,5.4,18,10,332,371,592,3962,24,8,6.2,212,424,1805,13,4.3,94,37.7,8.7,-53.93,0.0,6.6925675675675675,4.257075471698113,37,306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,194.03786552587295,1640.1041429563227,94.33652642770286,797.9702518805108,3,13,0.188,263,438,-175,16,4760,1026,4.6,37,9,281,333,574,3233,19,28,5.2,193,404,1527,5,3.8,65,24.9,18.7,-194.74,0.0,5.632404181184669,3.7797029702970297,24,258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,200.5952959124699,1605.1114897841317,111.77973551303748,882.9282424471152,2,14,0.125,232,465,-233,16,4596,982,4.7,31,12,249,292,520,2947,11,19,5.2,140,417,1649,8,4.0,95,26.3,16.3,-238.05,0.0,5.667307692307692,3.9544364508393284,19,235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,179.0,1442.0,100.0,834.0,1,15,0.063,175,436,-261,16,4470,998,4.5,33,12,259,312,543,2686,12,21,4.6,159,411,1784,4,4.3,79,19.3,16.6,-246.26,0.0,4.94659300184162,4.340632603406326,16,238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,228.0,1885.0,102.0,877.0,7,9,0.438,289,328,-39,16,4846,1053,4.6,21,6,292,354,590,3268,18,15,5.2,179,429,1578,9,3.7,84,30.2,9.5,-203.89,0.0,5.538983050847458,3.6783216783216783,27,263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,223.0,1858.0,112.0,907.0,2,14,0.125,193,407,-214,16,4537,1013,4.5,23,13,267,292,549,2870,9,10,4.8,159,409,1667,7,4.1,79,18.9,11.2,-237.06,0.0,5.2276867030965395,4.075794621026895,16,238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,219.0,1731.0,129.0,973.0,7,8,0.469,299,348,-49,16,5264,1002,5.3,22,8,287,332,557,3550,22,14,6.0,189,410,1714,5,4.2,79,27.5,11.0,-136.28,0.0,6.373429084380611,4.180487804878049,27,268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,228.0,1987.0,123.0,1009.0,7,9,0.438,348,364,-16,16,4877,968,5.0,21,10,282,301,506,3125,22,11,5.8,165,426,1752,10,4.1,82,31.5,11.4,-11.2,0.0,6.175889328063241,4.112676056338028,32,247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,228.0,2024.0,123.0,1139.0,6,10,0.375,324,354,-30,16,5035,957,5.3,27,11,288,327,515,3400,20,16,6.0,189,395,1635,11,4.1,79,29.6,14.0,-44.13,0.0,6.601941747572815,4.139240506329114,31,268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,231.0,2049.0,122.0,1057.0,7,9,0.438,280,330,-50,16,4761,920,5.2,22,11,241,273,473,2805,11,11,5.7,126,429,1956,16,4.6,92,24.5,10.2,-87.66,0.0,5.930232558139535,4.559440559440559,27,218,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,234.0,2011.0,126.0,1091.0,4,12,0.25,224,394,-170,16,4203,960,4.4,29,9,245,312,536,2951,14,20,5.0,151,375,1252,9,3.3,68,21.8,14.5,-190.35,0.0,5.505597014925373,3.3386666666666667,23,219,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,209.0,1730.0,107.0,922.0,11,5,0.688,478,329,149,16,5784,1000,5.8,21,14,311,320,518,3831,28,7,7.0,185,454,1953,17,4.3,97,45.3,9.5,-43.18,0.0,7.395752895752896,4.3017621145374445,45,282,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,195.0,1730.0,95.0,868.0,13,3,0.813,527,384,143,16,6738,1060,6.4,19,7,401,368,568,4507,32,12,7.5,236,459,2231,23,4.9,134,48.6,9.8,239.79,0.0,7.934859154929577,4.860566448801743,55,370,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,223.0,1724.0,118.0,900.0,9,7,0.563,394,364,30,16,5998,1055,5.7,24,7,342,397,632,4499,22,17,6.9,222,401,1499,20,3.7,92,35.7,13.0,37.09,0.0,7.118670886075949,3.7381546134663344,42,314,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,149.0,1237.0,71.0,655.0,10,6,0.625,372,296,76,16,6032,1088,5.5,25,11,352,392,590,4014,20,14,6.5,206,473,2018,19,4.3,123,34.2,12.5,57.24,0.0,6.803389830508475,4.266384778012685,39,329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,155.0,1254.0,73.0,622.0,12,5,0.706,460,372,88,17,6325,1058,6.0,23,5,355,406,607,4642,41,18,7.3,233,420,1683,10,4.0,99,45.9,12.2,161.53,1.0,7.647446457990116,4.007142857142857,51,332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,151.0,1291.0,73.0,620.0,5,12,0.294,307,384,-77,17,4769,1001,4.8,23,8,293,347,531,3108,16,15,5.3,181,411,1661,15,4.0,89,33.5,13.1,-7.51,0.0,5.853107344632768,4.041362530413625,31,270,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,193.48539896675024,1684.0586745084063,99.62143938641479,836.1522743367194,10,7,0.588,404,377,27,17,6108,1094,5.6,18,5,351,361,583,4063,26,13,6.6,206,477,2045,18,4.3,110,41.1,9.2,133.32,0.0,6.969125214408233,4.287211740041928,44,316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,204.12466451162584,1694.4709786715086,101.2638481819667,822.2128417287543,10,6,0.625,311,261,50,16,4609,968,4.8,34,15,266,257,450,2792,17,19,5.8,145,487,1817,14,3.7,99,28.1,17.2,-177.92,0.0,6.204444444444444,3.731006160164271,31,244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2004,197.4264584834049,1729.2577527190283,99.70149428446906,855.4018221755697,4,12,0.25,275,354,-79,16,4404,1022,4.3,42,16,267,309,586,3065,19,26,4.8,165,384,1339,10,3.5,71,22.9,18.6,-258.56,0.0,5.23037542662116,3.4869791666666665,29,236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2005,209.08959977957588,1725.509065408281,115.43148516765666,914.3460287458965,9,7,0.563,318,317,1,16,5198,1026,5.1,30,14,274,291,556,3300,22,16,5.7,159,444,1898,11,4.3,93,28.7,14.4,-163.29,0.0,5.9352517985611515,4.274774774774775,33,252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2006,198.3735439252942,1683.2283067440721,101.87232161190168,916.8250937055415,6,10,0.375,260,283,-23,16,4960,1034,4.8,25,6,281,342,591,3287,16,19,5.2,180,402,1673,7,4.2,82,25.8,12.6,-183.26,0.0,5.56175972927242,4.161691542288557,23,262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2007,198.25704172157268,1711.877625526316,101.48398191861209,855.3357321083225,1,15,0.063,267,437,-170,16,4600,989,4.7,29,13,283,318,558,3031,12,16,5.1,162,389,1569,14,4.0,107,26.9,16.0,-153.67,0.0,5.431899641577061,4.033419023136247,26,269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2008,208.5910620810982,1681.0419759622762,103.11312170913396,863.4477513718648,11,5,0.688,345,317,28,16,5529,965,5.7,13,6,308,330,491,3632,20,7,7.0,184,448,1897,18,4.2,111,33.9,6.9,-94.02,0.0,7.39714867617108,4.234375,38,295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009,151.0,1229.0,78.0,640.0,7,9,0.438,360,390,-30,16,5401,1088,5.0,29,10,333,331,545,3170,15,19,5.5,188,509,2231,22,4.4,129,34.3,15.5,-80.15,0.0,5.81651376146789,4.383104125736739,37,317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2010,156.0,1320.0,72.0,595.0,7,9,0.438,273,333,-60,16,5170,1040,5.0,31,10,300,335,557,3527,17,21,5.9,189,445,1643,8,3.7,91,29.7,15.7,-174.02,0.0,6.332136445242369,3.6921348314606743,25,280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2011,197.0,1754.0,85.0,779.0,6,10,0.375,329,313,16,16,5078,990,5.1,25,12,287,280,469,3091,20,13,5.9,166,469,1987,11,4.2,89,32.8,12.8,-126.5,0.0,6.590618336886994,4.2366737739872065,31,255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2012,204.0,1784.0,88.0,770.0,7,9,0.438,288,317,-29,16,4984,981,5.1,26,13,288,293,504,3182,13,13,5.9,158,440,1802,15,4.1,93,27.4,12.9,-88.66,0.0,6.313492063492063,4.095454545454546,28,251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2013,160.0,1312.0,69.0,593.0,8,8,0.5,317,335,-18,16,5007,1001,5.0,26,7,278,357,594,3567,24,19,5.5,205,349,1440,8,4.1,61,29.9,13.4,-18.67,0.0,6.005050505050505,4.126074498567335,32,266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2014,186.0,1555.0,81.0,635.0,8,8,0.5,388,373,15,16,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,37.6,10.5,74.78,0.0,6.2672268907563025,4.69172932330827,39,325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
